url1;url2;relation;title1;summary1;title2;summary2;num_common_ne;common_org;common_per;common_loc
https://www.offshore-energy.biz/wartsila-global-energy-ventures-join-forces-on-propulsion-solutions-for-hydrogen-vessel/;https://www.pv-magazine-australia.com/2021/06/24/rapid-rejection-of-50-billion-renewable-energy-hub-raises-concerns/;0;Wärtsilä, Global Energy Ventures join forces on propulsion solutions for hydrogen vessel;The technology group Wärtsilä has signed a Memorandum of Understanding (MOU) with Global Energy Ventures (GEV) of Australia to cooperate on the inclusion of Wärtsilä propulsion systems in GEV’s compressed hydrogen (C-H2) ships.;‘Rapid’ rejection of $50 billion renewable energy hub raises concerns;Developers of one of the world’s largest renewable energy projects have vowed to push ahead with plans to build the $50 billion Asian Renewable Energy Hub in Western Australia after the federal government’s decision to reject the project was labelled “perplexing” and “premature”.;1;[];[];['Australia']
https://www.offshore-energy.biz/wartsila-global-energy-ventures-join-forces-on-propulsion-solutions-for-hydrogen-vessel/;https://www.pv-magazine-australia.com/2021/06/21/nationally-sanctioned-23-gw-hydrogen-ammonia-project-gets-tangled-in-the-wetlands/;0;Wärtsilä, Global Energy Ventures join forces on propulsion solutions for hydrogen vessel;The technology group Wärtsilä has signed a Memorandum of Understanding (MOU) with Global Energy Ventures (GEV) of Australia to cooperate on the inclusion of Wärtsilä propulsion systems in GEV’s compressed hydrogen (C-H2) ships.;Nationally sanctioned 23 GW hydrogen/ammonia project gets tangled in the wetlands;Is there something fishy about Environment Minister Sussan Ley rejecting the Asian Renewable Energy Hub’s development application? The murkiness of the Federal Government’s drive to make Australia an exporter of hydrogen, of any hue, gives rise to concerns.;1;[];[];['Australia']
https://www.offshore-energy.biz/wartsila-global-energy-ventures-join-forces-on-propulsion-solutions-for-hydrogen-vessel/;https://www.pv-magazine.com/2021/06/22/the-hydrogen-stream-off-grid-hydrogen-power-solution-based-on-alkaline-fuel-cell-from-israel-first-green-hydrogen-production-in-russia/;0;Wärtsilä, Global Energy Ventures join forces on propulsion solutions for hydrogen vessel;The technology group Wärtsilä has signed a Memorandum of Understanding (MOU) with Global Energy Ventures (GEV) of Australia to cooperate on the inclusion of Wärtsilä propulsion systems in GEV’s compressed hydrogen (C-H2) ships.;The Hydrogen Stream: Off-grid hydrogen power solution based on alkaline fuel cell from Israel, first green hydrogen production in Russia;Israel-based GenCell has unveiled an off-grid hydrogen power solution based on alkaline fuel cell (AFC) technology. Italian energy giant Enel and Russian technology company Rusnano want to set up Russia’s first green-hydrogen production project at a wind farm in the Murmansk region.;1;[];[];['Australia']
https://www.offshore-energy.biz/wartsila-global-energy-ventures-join-forces-on-propulsion-solutions-for-hydrogen-vessel/;https://www.nsenergybusiness.com/news/australia-asian-renewable-energy-hub/;0;Wärtsilä, Global Energy Ventures join forces on propulsion solutions for hydrogen vessel;The technology group Wärtsilä has signed a Memorandum of Understanding (MOU) with Global Energy Ventures (GEV) of Australia to cooperate on the inclusion of Wärtsilä propulsion systems in GEV’s compressed hydrogen (C-H2) ships.;Australia rejects plans for “clearly unacceptable” Asian Renewable Energy Hub;"Environment minister Sussan Ley determined that the $36bn project will have “clearly unacceptable impacts"" on internationally recognised wetlands and migratory bird species.";1;[];[];['Australia']
https://www.offshore-energy.biz/wartsila-global-energy-ventures-join-forces-on-propulsion-solutions-for-hydrogen-vessel/;https://www.pv-magazine.com/2021/06/21/australias-23-gw-hydrogen-ammonia-project-facing-environmental-issues/;0;Wärtsilä, Global Energy Ventures join forces on propulsion solutions for hydrogen vessel;The technology group Wärtsilä has signed a Memorandum of Understanding (MOU) with Global Energy Ventures (GEV) of Australia to cooperate on the inclusion of Wärtsilä propulsion systems in GEV’s compressed hydrogen (C-H2) ships.;Australia’s 23 GW hydrogen/ammonia project facing environmental issues;The murkiness of the federal government’s drive to make Australia an exporter of hydrogen, of any hue, gives rise to concerns.;1;[];[];['Australia']
https://www.offshore-energy.biz/wartsila-global-energy-ventures-join-forces-on-propulsion-solutions-for-hydrogen-vessel/;https://renews.biz/70340/record-97gw-of-wind-energy-added-in-2020/;0;Wärtsilä, Global Energy Ventures join forces on propulsion solutions for hydrogen vessel;The technology group Wärtsilä has signed a Memorandum of Understanding (MOU) with Global Energy Ventures (GEV) of Australia to cooperate on the inclusion of Wärtsilä propulsion systems in GEV’s compressed hydrogen (C-H2) ships.;'Record' 97GW of wind energy added in 2020. BloombergNEF's 1H 2021 Global Wind Market Outlook forecasts build of 88GW in 2021.;The wind sector added 97GW of capacity in a record-setting 2020, according the BloombergNEF's 1H 2021 Global Wind Market Outlook.;1;[];[];['Australia']
https://www.offshore-energy.biz/wartsila-global-energy-ventures-join-forces-on-propulsion-solutions-for-hydrogen-vessel/;https://www.renewableenergymagazine.com/wind/bnef-publishes-2021-global-wind-market-outlook-20210616;0;Wärtsilä, Global Energy Ventures join forces on propulsion solutions for hydrogen vessel;The technology group Wärtsilä has signed a Memorandum of Understanding (MOU) with Global Energy Ventures (GEV) of Australia to cooperate on the inclusion of Wärtsilä propulsion systems in GEV’s compressed hydrogen (C-H2) ships.;BNEF publishes 2021 Global Wind Market Outlook;BloombergNEF (BNEF) has published its 1H 2021 Global Wind Market Outlook outlining global wind capacity to 2030 for the first time. The report provides visibility of the regional and global trends that will affect the wind industry over this decade. Below are key findings from the report.;1;[];[];['Australia']
https://www.offshore-energy.biz/wartsila-global-energy-ventures-join-forces-on-propulsion-solutions-for-hydrogen-vessel/;https://www.reuters.com/article/tamboran-ipo-beetaloo/australian-shale-play-tamboran-to-debut-defying-green-energy-push-idUSL3N2O31VS;0;Wärtsilä, Global Energy Ventures join forces on propulsion solutions for hydrogen vessel;The technology group Wärtsilä has signed a Memorandum of Understanding (MOU) with Global Energy Ventures (GEV) of Australia to cooperate on the inclusion of Wärtsilä propulsion systems in GEV’s compressed hydrogen (C-H2) ships.;Australian shale play Tamboran to debut, defying green energy push;* Tamboran raised A$60 mln, low end of target;1;[];[];['Australia']
https://www.reuters.com/article/us-usa-china-commerce/u-s-bans-imports-of-solar-panel-material-from-chinese-company-idUSKCN2DZ2LT;https://www.reuters.com/business/energy/acciona-energia-plans-start-trading-shares-july-1-2021-06-21/;0;U.S. bans imports of solar panel material from Chinese company;June 23 (Reuters) - The Biden administration on Wednesday ordered a ban on U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co (603260.SS) over forced labor allegations, said two sources briefed on the matter.;Acciona Energia plans to start trading shares on July 1;MADRID, June 21 (Reuters) - The renewable energy unit of Spanish engineering group Acciona (ANA.MC) on Monday said it expected to make its debut on the Madrid stock market on July 1, in what is set to be one of the biggest listings in a record year so far in Europe. read more;1;['Thomson Reuters'];[];[]
https://www.reuters.com/article/us-usa-china-commerce/u-s-bans-imports-of-solar-panel-material-from-chinese-company-idUSKCN2DZ2LT;https://www.reuters.com/article/sumitomo-corp-agm/some-sumitomo-shareholders-back-resolution-on-climate-change-idUSL3N2NZ2YO;0;U.S. bans imports of solar panel material from Chinese company;June 23 (Reuters) - The Biden administration on Wednesday ordered a ban on U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co (603260.SS) over forced labor allegations, said two sources briefed on the matter.;Some Sumitomo shareholders back resolution on climate change;TOKYO (Reuters) - Some Sumitomo Corp shareholders, including Nordea Asset Management and Legal & General Investment Management, say they will back a resolution calling on the Japanese trading house to align its business with international targets on climate change.;1;[];[];['United States']
https://www.reuters.com/article/us-usa-china-commerce/u-s-bans-imports-of-solar-panel-material-from-chinese-company-idUSKCN2DZ2LT;https://www.reuters.com/article/kansai-elec-agm/kansai-electric-faces-pressure-from-shareholders-to-decarbonise-idUSL3N2O62LI;0;U.S. bans imports of solar panel material from Chinese company;June 23 (Reuters) - The Biden administration on Wednesday ordered a ban on U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co (603260.SS) over forced labor allegations, said two sources briefed on the matter.;Kansai Electric faces pressure from shareholders to decarbonise;TOKYO (Reuters) - Some Kansai Electric Power shareholders, including Nordea Asset Management and KLP, say they will back a resolution opposed by the board requiring the Japanese electricity supplier to decarbonise to meet international targets on climate change.;1;[];[];['United States']
https://www.reuters.com/article/us-usa-china-commerce/u-s-bans-imports-of-solar-panel-material-from-chinese-company-idUSKCN2DZ2LT;https://renews.biz/70340/record-97gw-of-wind-energy-added-in-2020/;0;U.S. bans imports of solar panel material from Chinese company;June 23 (Reuters) - The Biden administration on Wednesday ordered a ban on U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co (603260.SS) over forced labor allegations, said two sources briefed on the matter.;'Record' 97GW of wind energy added in 2020. BloombergNEF's 1H 2021 Global Wind Market Outlook forecasts build of 88GW in 2021.;The wind sector added 97GW of capacity in a record-setting 2020, according the BloombergNEF's 1H 2021 Global Wind Market Outlook.;1;[];[];['China']
https://www.reuters.com/article/us-usa-china-commerce/u-s-bans-imports-of-solar-panel-material-from-chinese-company-idUSKCN2DZ2LT;https://www.renewableenergymagazine.com/wind/bnef-publishes-2021-global-wind-market-outlook-20210616;0;U.S. bans imports of solar panel material from Chinese company;June 23 (Reuters) - The Biden administration on Wednesday ordered a ban on U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co (603260.SS) over forced labor allegations, said two sources briefed on the matter.;BNEF publishes 2021 Global Wind Market Outlook;BloombergNEF (BNEF) has published its 1H 2021 Global Wind Market Outlook outlining global wind capacity to 2030 for the first time. The report provides visibility of the regional and global trends that will affect the wind industry over this decade. Below are key findings from the report.;1;[];[];['China']
https://www.reuters.com/article/us-usa-china-commerce/u-s-bans-imports-of-solar-panel-material-from-chinese-company-idUSKCN2DZ2LT;https://www.reuters.com/article/mexico-vitol/mexico-wants-vitol-to-reveal-name-of-pemex-official-who-received-bribes-idUSL3N2O63UT;0;U.S. bans imports of solar panel material from Chinese company;June 23 (Reuters) - The Biden administration on Wednesday ordered a ban on U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co (603260.SS) over forced labor allegations, said two sources briefed on the matter.;Mexico wants Vitol to reveal name of Pemex official who received bribes;MEXICO CITY, June 24 (Reuters) - Mexico wants Dutch energy giant Vitol to reveal the name of the state oil company official to whom Vitol paid bribes, President Andres Manuel Lopez Obrador said on Thursday.;1;[];[];['U S']
https://www.reuters.com/article/us-usa-china-commerce/u-s-bans-imports-of-solar-panel-material-from-chinese-company-idUSKCN2DZ2LT;https://www.reuters.com/article/us-saudi-aramco-pipeline-eig/eig-led-consortium-closes-12-4-billion-aramco-pipelines-deal-idUSKCN2DU297;0;U.S. bans imports of solar panel material from Chinese company;June 23 (Reuters) - The Biden administration on Wednesday ordered a ban on U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co (603260.SS) over forced labor allegations, said two sources briefed on the matter.;EIG-led consortium closes $12.4 billion Aramco pipelines deal;(Reuters) - U.S.-based EIG Global Energy Partners said on Friday a consortium it led has closed a deal to buy 49% of Saudi oil producer Aramco’s pipelines business for $12.4 billion.;1;[];[];['United States']
https://www.reuters.com/article/us-usa-china-commerce/u-s-bans-imports-of-solar-panel-material-from-chinese-company-idUSKCN2DZ2LT;https://www.zawya.com/mena/en/business/story/EIGled_consortium_closes_124bln_Saudi_Aramco_pipelines_deal-TR20210618nL3N2O03OPX1;0;U.S. bans imports of solar panel material from Chinese company;June 23 (Reuters) - The Biden administration on Wednesday ordered a ban on U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co (603260.SS) over forced labor allegations, said two sources briefed on the matter.;EIG-led consortium closes $12.4bln Saudi Aramco pipelines deal;EIG said the co-investment process for the deal attracted a global group of investors from China, Saudi Arabia, Korea, the United Arab Emirates and the United States.;1;[];[];['United States']
https://www.reuters.com/article/us-usa-china-commerce/u-s-bans-imports-of-solar-panel-material-from-chinese-company-idUSKCN2DZ2LT;https://www.reuters.com/article/tamboran-ipo-beetaloo/australian-shale-play-tamboran-to-debut-defying-green-energy-push-idUSL3N2O31VS;0;U.S. bans imports of solar panel material from Chinese company;June 23 (Reuters) - The Biden administration on Wednesday ordered a ban on U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co (603260.SS) over forced labor allegations, said two sources briefed on the matter.;Australian shale play Tamboran to debut, defying green energy push;* Tamboran raised A$60 mln, low end of target;1;[];[];['U S']
https://www.reuters.com/article/us-usa-china-trade/u-s-says-ban-on-chinese-firms-solar-products-will-not-slow-clean-energy-progress-idUSKCN2E01AB;https://www.pv-magazine-australia.com/2021/06/14/morrison-blowing-in-the-wind-sheltering-in-hydrogen-ambitions-at-the-g7-summit-in-cornwall/;0;U.S. says ban on Chinese firm's solar products will not slow clean energy progress;WASHINGTON (Reuters) -The Biden administration said Thursday it banned U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co, but stopped short of imposing a ban on all imports of silica from Xinjiang and said the action would not harm U.S. clean energy goals.;Morrison blowing in the wind, sheltering in hydrogen ambitions at the G7 Summit in Cornwall;Alliances with Germany and Japan to develop and commercialise emissions-reducing technologies would be a coup for Australia, if there were any concerted efforts at home to reduce emissions in line with international initiatives, and transition Australian industries to be competitive in a carbon-pricing world.;1;['G7'];[];[]
https://www.reuters.com/article/us-usa-china-trade/u-s-says-ban-on-chinese-firms-solar-products-will-not-slow-clean-energy-progress-idUSKCN2E01AB;https://www.reuters.com/article/climate-change-reinsurance-coal/focus-reinsurers-look-at-dumping-coal-from-bulk-buy-policies-in-green-gambit-idUSL5N2N61PR;0;U.S. says ban on Chinese firm's solar products will not slow clean energy progress;WASHINGTON (Reuters) -The Biden administration said Thursday it banned U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co, but stopped short of imposing a ban on all imports of silica from Xinjiang and said the action would not harm U.S. clean energy goals.;Reinsurers look at dumping coal from bulk-buy policies in green gambit;LONDON (Reuters) - Major reinsurers have already pulled back from providing bespoke cover for coal projects as part of efforts to meet global climate change commitments, but now comes the hard part - finding ways to exclude coal from bulk-buy contracts, known as “treaty” reinsurance.;1;['Reuters'];[];[]
https://www.reuters.com/article/us-usa-china-trade/u-s-says-ban-on-chinese-firms-solar-products-will-not-slow-clean-energy-progress-idUSKCN2E01AB;https://renews.biz/70340/record-97gw-of-wind-energy-added-in-2020/;0;U.S. says ban on Chinese firm's solar products will not slow clean energy progress;WASHINGTON (Reuters) -The Biden administration said Thursday it banned U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co, but stopped short of imposing a ban on all imports of silica from Xinjiang and said the action would not harm U.S. clean energy goals.;'Record' 97GW of wind energy added in 2020. BloombergNEF's 1H 2021 Global Wind Market Outlook forecasts build of 88GW in 2021.;The wind sector added 97GW of capacity in a record-setting 2020, according the BloombergNEF's 1H 2021 Global Wind Market Outlook.;1;[];[];['China']
https://www.reuters.com/article/us-usa-china-trade/u-s-says-ban-on-chinese-firms-solar-products-will-not-slow-clean-energy-progress-idUSKCN2E01AB;https://www.renewableenergymagazine.com/wind/bnef-publishes-2021-global-wind-market-outlook-20210616;0;U.S. says ban on Chinese firm's solar products will not slow clean energy progress;WASHINGTON (Reuters) -The Biden administration said Thursday it banned U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co, but stopped short of imposing a ban on all imports of silica from Xinjiang and said the action would not harm U.S. clean energy goals.;BNEF publishes 2021 Global Wind Market Outlook;BloombergNEF (BNEF) has published its 1H 2021 Global Wind Market Outlook outlining global wind capacity to 2030 for the first time. The report provides visibility of the regional and global trends that will affect the wind industry over this decade. Below are key findings from the report.;1;[];[];['China']
https://www.reuters.com/article/us-usa-china-trade/u-s-says-ban-on-chinese-firms-solar-products-will-not-slow-clean-energy-progress-idUSKCN2E01AB;https://www.reuters.com/article/us-saudi-aramco-pipeline-eig/eig-led-consortium-closes-12-4-billion-aramco-pipelines-deal-idUSKCN2DU297;0;U.S. says ban on Chinese firm's solar products will not slow clean energy progress;WASHINGTON (Reuters) -The Biden administration said Thursday it banned U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co, but stopped short of imposing a ban on all imports of silica from Xinjiang and said the action would not harm U.S. clean energy goals.;EIG-led consortium closes $12.4 billion Aramco pipelines deal;(Reuters) - U.S.-based EIG Global Energy Partners said on Friday a consortium it led has closed a deal to buy 49% of Saudi oil producer Aramco’s pipelines business for $12.4 billion.;1;[];[];['United States']
https://www.reuters.com/article/us-usa-china-trade/u-s-says-ban-on-chinese-firms-solar-products-will-not-slow-clean-energy-progress-idUSKCN2E01AB;https://www.zawya.com/mena/en/business/story/EIGled_consortium_closes_124bln_Saudi_Aramco_pipelines_deal-TR20210618nL3N2O03OPX1;0;U.S. says ban on Chinese firm's solar products will not slow clean energy progress;WASHINGTON (Reuters) -The Biden administration said Thursday it banned U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co, but stopped short of imposing a ban on all imports of silica from Xinjiang and said the action would not harm U.S. clean energy goals.;EIG-led consortium closes $12.4bln Saudi Aramco pipelines deal;EIG said the co-investment process for the deal attracted a global group of investors from China, Saudi Arabia, Korea, the United Arab Emirates and the United States.;1;[];[];['United States']
https://www.reuters.com/article/us-usa-china-trade/u-s-says-ban-on-chinese-firms-solar-products-will-not-slow-clean-energy-progress-idUSKCN2E01AB;https://www.reuters.com/article/tamboran-ipo-beetaloo/australian-shale-play-tamboran-to-debut-defying-green-energy-push-idUSL3N2O31VS;0;U.S. says ban on Chinese firm's solar products will not slow clean energy progress;WASHINGTON (Reuters) -The Biden administration said Thursday it banned U.S. imports of a key solar panel material from Chinese-based Hoshine Silicon Industry Co, but stopped short of imposing a ban on all imports of silica from Xinjiang and said the action would not harm U.S. clean energy goals.;Australian shale play Tamboran to debut, defying green energy push;* Tamboran raised A$60 mln, low end of target;1;[];[];['U S']
https://www.pv-magazine-australia.com/2021/06/09/plans-for-3-gw-renewable-hydrogen-production-facility-progress-with-land-secured-in-queensland-in-government-japan-partnership/;https://www.reuters.com/article/sumitomo-corp-agm/some-sumitomo-shareholders-back-resolution-on-climate-change-idUSL3N2NZ2YO;0;Plans for 3 GW renewable hydrogen production facility progress with land secured in Queensland in government–Japan partnership;State-owned electricity generator Stanwell has secured land in Aldoga, west of Gladstone, to build a large-scale 3 GW hydrogen electrolysis plant as part of its partnership with Japan’s Iwatani Corporation, well established in the hydrogen production industry.;Some Sumitomo shareholders back resolution on climate change;TOKYO (Reuters) - Some Sumitomo Corp shareholders, including Nordea Asset Management and Legal & General Investment Management, say they will back a resolution calling on the Japanese trading house to align its business with international targets on climate change.;1;[];[];['Japan']
https://www.pv-magazine-australia.com/2021/06/09/plans-for-3-gw-renewable-hydrogen-production-facility-progress-with-land-secured-in-queensland-in-government-japan-partnership/;https://www.reuters.com/article/kansai-elec-agm/kansai-electric-faces-pressure-from-shareholders-to-decarbonise-idUSL3N2O62LI;0;Plans for 3 GW renewable hydrogen production facility progress with land secured in Queensland in government–Japan partnership;State-owned electricity generator Stanwell has secured land in Aldoga, west of Gladstone, to build a large-scale 3 GW hydrogen electrolysis plant as part of its partnership with Japan’s Iwatani Corporation, well established in the hydrogen production industry.;Kansai Electric faces pressure from shareholders to decarbonise;TOKYO (Reuters) - Some Kansai Electric Power shareholders, including Nordea Asset Management and KLP, say they will back a resolution opposed by the board requiring the Japanese electricity supplier to decarbonise to meet international targets on climate change.;1;[];[];['Japan']
https://www.pv-magazine-australia.com/2021/06/09/plans-for-3-gw-renewable-hydrogen-production-facility-progress-with-land-secured-in-queensland-in-government-japan-partnership/;https://renews.biz/70359/siemens-gamesa-lands-3397mw-japanese-contract/;0;Plans for 3 GW renewable hydrogen production facility progress with land secured in Queensland in government–Japan partnership;State-owned electricity generator Stanwell has secured land in Aldoga, west of Gladstone, to build a large-scale 3 GW hydrogen electrolysis plant as part of its partnership with Japan’s Iwatani Corporation, well established in the hydrogen production industry.;Siemens Gamesa lands 340MW Japanese contract. Dohuku wind farm cluster to comprise 79 typhoon-class onshore wind turbines.;Siemens Gamesa will supply 79 of its typhoon-class onshore wind turbines for Japan’s largest wind farm cluster.;1;[];[];['Japan']
https://www.pv-magazine-australia.com/2021/06/09/plans-for-3-gw-renewable-hydrogen-production-facility-progress-with-land-secured-in-queensland-in-government-japan-partnership/;https://www.renewableenergymagazine.com/wind/siemens-gamesa-to-supply-typhoonproof-turbines-to-20210617;0;Plans for 3 GW renewable hydrogen production facility progress with land secured in Queensland in government–Japan partnership;State-owned electricity generator Stanwell has secured land in Aldoga, west of Gladstone, to build a large-scale 3 GW hydrogen electrolysis plant as part of its partnership with Japan’s Iwatani Corporation, well established in the hydrogen production industry.;Siemens Gamesa to supply typhoon-proof turbines to Japan’s largest onshore cluster of four wind farms;Siemens Gamesa is to supply 79 Typhoon-class onshore wind turbines for Japan’s largest wind farm cluster, the 339.7 MW Dohoku wind farm cluster, consisting of four projects to be developed by Eurus Energy.;1;[];[];['Japan']
https://www.pv-magazine-australia.com/2021/06/09/plans-for-3-gw-renewable-hydrogen-production-facility-progress-with-land-secured-in-queensland-in-government-japan-partnership/;https://www.pv-magazine.com/2021/06/22/the-hydrogen-stream-off-grid-hydrogen-power-solution-based-on-alkaline-fuel-cell-from-israel-first-green-hydrogen-production-in-russia/;0;Plans for 3 GW renewable hydrogen production facility progress with land secured in Queensland in government–Japan partnership;State-owned electricity generator Stanwell has secured land in Aldoga, west of Gladstone, to build a large-scale 3 GW hydrogen electrolysis plant as part of its partnership with Japan’s Iwatani Corporation, well established in the hydrogen production industry.;The Hydrogen Stream: Off-grid hydrogen power solution based on alkaline fuel cell from Israel, first green hydrogen production in Russia;Israel-based GenCell has unveiled an off-grid hydrogen power solution based on alkaline fuel cell (AFC) technology. Italian energy giant Enel and Russian technology company Rusnano want to set up Russia’s first green-hydrogen production project at a wind farm in the Murmansk region.;1;[];[];['Japan']
https://www.pv-magazine-australia.com/2021/06/09/plans-for-3-gw-renewable-hydrogen-production-facility-progress-with-land-secured-in-queensland-in-government-japan-partnership/;https://www.reuters.com/article/tamboran-ipo-beetaloo/australian-shale-play-tamboran-to-debut-defying-green-energy-push-idUSL3N2O31VS;0;Plans for 3 GW renewable hydrogen production facility progress with land secured in Queensland in government–Japan partnership;State-owned electricity generator Stanwell has secured land in Aldoga, west of Gladstone, to build a large-scale 3 GW hydrogen electrolysis plant as part of its partnership with Japan’s Iwatani Corporation, well established in the hydrogen production industry.;Australian shale play Tamboran to debut, defying green energy push;* Tamboran raised A$60 mln, low end of target;1;[];[];['Queensland']
https://www.pv-magazine-australia.com/2021/06/14/morrison-blowing-in-the-wind-sheltering-in-hydrogen-ambitions-at-the-g7-summit-in-cornwall/;https://www.pv-magazine-australia.com/2021/06/23/senate-blocks-taylors-attempt-to-illegally-siphon-renewables-funding/;0;Morrison blowing in the wind, sheltering in hydrogen ambitions at the G7 Summit in Cornwall;Alliances with Germany and Japan to develop and commercialise emissions-reducing technologies would be a coup for Australia, if there were any concerted efforts at home to reduce emissions in line with international initiatives, and transition Australian industries to be competitive in a carbon-pricing world.;Senate blocks Taylor’s attempt to illegally siphon renewables funding;In a big win for renewables and a big loss for the Morrison Government, the Senate has blocked the Energy Minister Angus Taylor’s attempt to illegally expand the mandate of the Australian Renewable Energy Agency to fund non-renewable projects.;1;['Australian Renewable Energy Agency'];[];[]
https://www.pv-magazine-australia.com/2021/06/14/morrison-blowing-in-the-wind-sheltering-in-hydrogen-ambitions-at-the-g7-summit-in-cornwall/;https://www.chemengonline.com/equinor-to-sell-petroleum-refining-business-in-denmark/;0;Morrison blowing in the wind, sheltering in hydrogen ambitions at the G7 Summit in Cornwall;Alliances with Germany and Japan to develop and commercialise emissions-reducing technologies would be a coup for Australia, if there were any concerted efforts at home to reduce emissions in line with international initiatives, and transition Australian industries to be competitive in a carbon-pricing world.;Equinor to sell petroleum refining business in Denmark;Equinor Energy AS (Stavanger, Norway) has entered into an agreement with the Klesch Group for the sale of its petroleum refining business in Denmark.;1;[];[];['Germany']
https://www.pv-magazine-australia.com/2021/06/14/morrison-blowing-in-the-wind-sheltering-in-hydrogen-ambitions-at-the-g7-summit-in-cornwall/;https://www.hydrocarbons-technology.com/news/equinor-danish-refining-klesch/;0;Morrison blowing in the wind, sheltering in hydrogen ambitions at the G7 Summit in Cornwall;Alliances with Germany and Japan to develop and commercialise emissions-reducing technologies would be a coup for Australia, if there were any concerted efforts at home to reduce emissions in line with international initiatives, and transition Australian industries to be competitive in a carbon-pricing world.;Equinor to divest Danish refining business to Klesch Group;Equinor has agreed to divest its Danish refining business, Equinor Refining Denmark, to industrial commodities company Klesch Group.;1;[];[];['Germany']
https://www.pv-magazine-australia.com/2021/06/14/morrison-blowing-in-the-wind-sheltering-in-hydrogen-ambitions-at-the-g7-summit-in-cornwall/;https://www.process-worldwide.com/equinor-sells-refining-business-to-klesch-group-a-1030298/;0;Morrison blowing in the wind, sheltering in hydrogen ambitions at the G7 Summit in Cornwall;Alliances with Germany and Japan to develop and commercialise emissions-reducing technologies would be a coup for Australia, if there were any concerted efforts at home to reduce emissions in line with international initiatives, and transition Australian industries to be competitive in a carbon-pricing world.;Equinor Sells Refining Business to Klesch Group;Equinor has signed an agreement to sell its refining business in Denmark to the Klesch Group. The move will enable Equinor to focus on its strategy of strengthening its refining position around Mongstad, Norway.;1;[];[];['Germany']
https://www.pv-magazine-australia.com/2021/06/14/morrison-blowing-in-the-wind-sheltering-in-hydrogen-ambitions-at-the-g7-summit-in-cornwall/;https://www.pv-magazine-australia.com/2021/06/18/environment-minister-threatens-shake-up-for-module-manufacturers/;0;Morrison blowing in the wind, sheltering in hydrogen ambitions at the G7 Summit in Cornwall;Alliances with Germany and Japan to develop and commercialise emissions-reducing technologies would be a coup for Australia, if there were any concerted efforts at home to reduce emissions in line with international initiatives, and transition Australian industries to be competitive in a carbon-pricing world.;Environment minister threatens shake-up for module manufacturers;Solar PV module manufacturers have been put on notice with Environment Minister Sussan Ley warning they need to formulate a recycling strategy as the growing number of decommissioned panels threatens a waste management nightmare.;1;[];[];['Australia']
https://www.pv-magazine-australia.com/2021/06/14/morrison-blowing-in-the-wind-sheltering-in-hydrogen-ambitions-at-the-g7-summit-in-cornwall/;https://www.pv-magazine.com/2021/06/25/canberra-moves-forward-with-new-pv-module-recycling-rules/;0;Morrison blowing in the wind, sheltering in hydrogen ambitions at the G7 Summit in Cornwall;Alliances with Germany and Japan to develop and commercialise emissions-reducing technologies would be a coup for Australia, if there were any concerted efforts at home to reduce emissions in line with international initiatives, and transition Australian industries to be competitive in a carbon-pricing world.;Canberra moves forward with new PV module recycling rules;The Australian federal government’s call for the solar industry to address the issue of PV module waste has coincided with new plans by the Australian Capital Territory government to look at new panel recycling options.;1;[];[];['Australia']
https://www.pv-magazine-australia.com/2021/06/14/morrison-blowing-in-the-wind-sheltering-in-hydrogen-ambitions-at-the-g7-summit-in-cornwall/;https://www.pv-magazine-australia.com/2021/06/25/act-investigates-solar-pv-stewardship-scheme-as-government-puts-deadline-in-place/;0;Morrison blowing in the wind, sheltering in hydrogen ambitions at the G7 Summit in Cornwall;Alliances with Germany and Japan to develop and commercialise emissions-reducing technologies would be a coup for Australia, if there were any concerted efforts at home to reduce emissions in line with international initiatives, and transition Australian industries to be competitive in a carbon-pricing world.;ACT investigates solar PV stewardship scheme as government puts deadline in place;The federal government’s revelation of a deadline for the solar industry to “step up” and address the growing issue of solar PV module waste or face regulation has coincided with the Australian Capital Territory government announcing plans to investigate recycling options for solar panels.;1;[];[];['Australia']
